,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
41,300497,2019-12-31,370,富祥药业,2020-03-20,2020-04-09,,,2020-04-09,56.024656335505,303818700.0,24.0,2020-02-21,2020-02-27,22 days,1,2018-12-31,300497,2018-12-31,17.45,6.550000000000001,31
59,300761,2019-12-31,1289,立华股份,2020-04-03,2020-04-24,,,2020-04-24,51.793031123504,1972843400.0,33.98,2020-02-22,2020-02-27,36 days,1,2018-12-31,300761,2018-12-31,31.33,2.6499999999999986,32
38,300424,2019-12-31,1640,航新科技,2020-04-15,2020-04-28,,,2020-04-28,50.676710890384,75793115.87,7.64,2020-02-17,2020-02-27,48 days,1,2018-12-31,300424,2018-12-31,5.27,2.37,33
48,300572,2019-12-31,2274,安车检测,2020-04-23,,,,2020-04-23,50.512459935386,188588500.0,24.76,2020-02-22,2020-02-27,56 days,1,2018-12-31,300572,2018-12-31,18.58,6.180000000000003,34
9,002582,2019-12-31,2591,好想你,2020-04-25,,,,2020-04-25,48.661256380987,192622682.74,5.76,2020-02-15,2020-02-27,58 days,1,2018-12-31,002582,2018-12-31,3.88,1.88,35
61,300806,2019-12-31,1444,斯迪克,2020-04-10,,,,2020-04-10,45.844306105156,111644002.45,14.62,2020-02-25,2020-02-27,43 days,1,2018-12-31,300806,2018-12-31,11.19,3.4299999999999997,36
39,300486,2019-12-31,812,东杰智能,2020-03-28,2020-04-21,,,2020-04-21,43.634347657665,91586000.0,6.53,2020-02-26,2020-02-27,30 days,1,2018-12-31,300486,2018-12-31,5.79,0.7400000000000002,37
45,300529,2019-12-31,1243,健帆生物,2020-04-02,,,,2020-04-02,41.896717847007,570396365.4,30.28,2020-02-05,2020-02-27,35 days,1,2018-12-31,300529,2018-12-31,23.67,6.609999999999999,38
51,300595,2019-12-31,1433,欧普康视,2020-04-10,,,,2020-04-10,41.86444898544,306771971.8,26.12,2020-02-25,2020-02-27,43 days,1,2018-12-31,300595,2018-12-31,21.12,5.0,39
68,603719,2019-12-31,3664,良品铺子,2020-04-30,,,,2020-04-28,41.695397819423,338000000.0,,2020-02-21,2020-02-27,63 days,1,2018-12-31,603719,2018-12-31,22.16,,40
58,300755,2019-12-31,2472,华致酒行,2020-04-24,,,,2020-04-24,41.233518004069,317595674.39,13.83,2020-02-04,2020-02-27,57 days,1,2018-12-31,300755,2018-12-31,16.67,-2.8400000000000016,41
19,002959,2019-12-31,3417,小熊电器,2020-04-29,,,,2020-04-29,40.083239138441,259857010.69,28.81,2020-02-25,2020-02-27,62 days,1,2018-12-31,002959,2018-12-31,40.35,-11.540000000000003,42
55,300703,2019-12-31,1880,创源股份,2020-04-18,,,,2020-04-18,39.283582304678,115961800.0,17.06,2020-02-19,2020-02-27,51 days,1,2018-12-31,300703,2018-12-31,13.04,4.02,43
47,300541,2019-12-31,1244,先进数通,2020-04-02,2020-04-24,,,2020-04-24,38.251466512159,70768321.52,8.8,2020-02-26,2020-02-27,35 days,1,2018-12-31,300541,2018-12-31,6.6,2.200000000000001,44
67,603345,2019-12-31,1597,安井食品,2020-04-14,,,,2020-04-14,38.14434668128,373343800.0,15.44,2020-02-22,2020-02-27,47 days,1,2018-12-31,603345,2018-12-31,13.2,2.24,45
65,601366,2019-12-31,1473,利群股份,2020-04-10,2020-04-29,,,2020-04-29,37.453359847225,277760361.6,5.9,2020-01-16,2020-02-27,43 days,1,2018-12-31,601366,2018-12-31,4.42,1.4800000000000004,46
32,300321,2019-12-31,2170,同大股份,2020-04-22,,,,2020-04-22,36.916196151148,39429400.0,6.23,2020-02-20,2020-02-27,55 days,1,2018-12-31,300321,2018-12-31,4.67,1.5600000000000005,47
31,300263,2019-12-31,3087,隆华科技,2020-04-28,,,,2020-04-28,32.26752854129,179672974.88,6.73,2020-01-16,2020-02-27,61 days,1,2018-12-31,300263,2018-12-31,5.24,1.4900000000000002,48
50,300590,2019-12-31,3127,移为通信,2020-04-28,,,,2020-04-28,29.114295872482,160876800.0,17.37,2020-02-20,2020-02-27,61 days,1,2018-12-31,300590,2018-12-31,14.42,2.950000000000001,49
5,002352,2019-12-31,503,顺丰控股,2020-03-24,,,,2020-03-24,27.238805970149,5797000000.0,14.86,2020-02-25,2020-02-27,26 days,1,2018-12-31,002352,2018-12-31,12.46,2.3999999999999986,50
6,002392,2019-12-31,2800,北京利尔,2020-04-27,,,,2020-04-27,26.061451347714,419884840.95,11.56,2020-01-17,2020-02-27,60 days,1,2018-12-31,002392,2018-12-31,9.68,1.8800000000000008,51
28,300212,2019-12-31,2045,易华录,2020-04-21,,,,2020-04-21,25.773834990587,380400700.0,11.84,2020-02-17,2020-02-27,54 days,1,2018-12-31,300212,2018-12-31,10.01,1.83,52
30,300232,2019-12-31,3083,洲明科技,2020-04-28,2020-04-25,,,2020-04-25,25.076259451602,515627885.44,19.45,2020-02-24,2020-02-27,61 days,1,2018-12-31,300232,2018-12-31,17.41,2.039999999999999,53
16,002884,2019-12-31,3414,凌霄泵业,2020-04-29,,,,2020-04-29,25.055725529293,279088688.89,21.23,2020-02-24,2020-02-27,62 days,1,2018-12-31,002884,2018-12-31,16.82,4.41,54
62,300816,2019-12-31,3145,艾可蓝,2020-04-28,,,,2020-04-28,24.717951972253,103378091.24,41.74,2020-02-24,2020-02-27,61 days,1,2018-12-31,300816,2018-12-31,42.3,-0.5599999999999952,55
27,300150,2019-12-31,1415,世纪瑞尔,2020-04-10,2020-04-25,,,2020-04-25,24.280262783191,109664158.77,5.45,2020-02-24,2020-02-27,43 days,1,2018-12-31,300150,2018-12-31,4.43,1.0200000000000005,56
15,002878,2019-12-31,1629,元隆雅图,2020-04-15,,,,2020-04-15,24.144606802951,116130700.0,18.0,2020-02-26,2020-02-27,48 days,1,2018-12-31,002878,2018-12-31,15.46,2.539999999999999,57
43,300515,2019-12-31,2058,三德科技,2020-04-21,,,,2020-04-21,23.50375722076,43305369.35,8.97,2020-02-24,2020-02-27,54 days,1,2018-12-31,300515,2018-12-31,7.41,1.5600000000000005,58
36,300383,2019-12-31,1773,光环新网,2020-04-17,,,,2020-04-17,23.080956784334,821506800.0,10.37,2020-02-24,2020-02-27,50 days,1,2018-12-31,300383,2018-12-31,8.9,1.4699999999999989,59
60,300765,2019-12-31,483,新诺威,2020-03-23,,,,2020-03-23,21.836301895862,272718500.0,13.75,2020-02-24,2020-02-27,25 days,1,2018-12-31,300765,2018-12-31,22.59,-8.84,60
35,300375,2019-12-31,444,鹏翎股份,2020-03-21,2020-03-31,,,2020-03-31,21.454434503032,143699300.0,7.15,2020-02-22,2020-02-27,23 days,1,2018-12-31,300375,2018-12-31,7.38,-0.22999999999999954,61
37,300422,2019-12-31,2854,博世科,2020-04-27,2020-04-29,,,2020-04-29,21.422343458621,285087744.34,17.12,2020-02-26,2020-02-27,60 days,1,2018-12-31,300422,2018-12-31,15.36,1.7600000000000016,62
63,600261,2019-12-31,3588,阳光照明,2020-04-30,2020-04-14,2020-04-18,,2020-04-18,21.386184856721,466777100.0,12.91,2020-02-21,2020-02-27,63 days,1,2018-12-31,600261,2018-12-31,10.81,2.0999999999999996,63
13,002802,2019-12-31,3404,洪汇新材,2020-04-29,2020-04-20,,,2020-04-20,21.157388225921,88930005.14,15.1,2020-02-19,2020-02-27,62 days,1,2018-12-31,002802,2018-12-31,11.97,3.129999999999999,64
23,300035,2019-12-31,1860,中科电气,2020-04-18,2020-04-21,,,2020-04-21,20.666862421177,157297759.32,11.69,2020-02-25,2020-02-27,51 days,1,2018-12-31,300035,2018-12-31,10.46,1.2299999999999986,65
2,002146,2019-12-31,1386,荣盛发展,2020-04-10,2020-04-08,,,2020-04-08,20.324261132612,9102055694.05,24.44,2020-02-19,2020-02-27,43 days,1,2018-12-31,002146,2018-12-31,22.52,1.9200000000000017,66
17,002918,2019-12-31,2612,蒙娜丽莎,2020-04-25,,,,2020-04-25,20.300000004186,435948021.32,15.94,2020-02-22,2020-02-27,58 days,1,2018-12-31,002918,2018-12-31,14.21,1.7299999999999986,67
64,600325,2019-12-31,1791,华发股份,2020-04-17,,,,2020-04-17,20.008034622156,2741420100.0,21.36,2020-01-20,2020-02-27,50 days,1,2018-12-31,600325,2018-12-31,15.36,6.0,68
