,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
227,300465,2019-12-31,1642,高伟达,2020-04-15,2020-04-29,,,2020-04-29,20.713251315681,126201600.0,10.12,2020-02-28,2020-04-07,8 days,3,2018-12-31,300465,2018-12-31,8.83,1.2899999999999991,49
217,300416,2019-12-31,1426,苏试试验,2020-04-10,,,,2020-04-10,20.577768709244,86765206.85,10.93,2020-02-29,2020-04-07,3 days,3,2018-12-31,300416,2018-12-31,9.04,1.8900000000000006,50
18,002146,2019-12-31,1386,荣盛发展,2020-04-10,2020-04-08,,,2020-04-08,20.324261132612,9102055694.05,24.44,2020-02-19,2020-04-07,3 days,3,2018-12-31,002146,2018-12-31,22.52,1.9200000000000017,51
318,600325,2019-12-31,1791,华发股份,2020-04-17,,,,2020-04-17,20.008034622156,2741420100.0,21.36,2020-01-20,2020-04-07,10 days,3,2018-12-31,600325,2018-12-31,15.36,6.0,52
15,002130,2019-12-31,2000,沃尔核材,2020-04-21,,,,2020-04-21,940.291602889706,213407500.0,7.85,2020-02-27,2020-04-07,14 days,2,2018-12-31,002130,2018-12-31,0.79,7.06,53
218,300417,2019-12-31,2852,南华仪器,2020-04-27,,,,2020-04-27,688.00820708351,219720146.43,47.68,2020-02-27,2020-04-07,20 days,2,2018-12-31,300417,2018-12-31,6.93,40.75,54
54,002515,2019-12-31,2373,金字火腿,2020-04-24,,,,2020-04-24,582.843062902663,40703341.29,3.09,2020-02-27,2020-04-07,17 days,2,2018-12-31,002515,2018-12-31,-0.61,3.6999999999999997,55
198,300324,2019-12-31,2643,旋极信息,2020-04-25,,,,2020-04-25,517.09703329624,264226817.58,5.24,2020-02-28,2020-04-07,18 days,2,2018-12-31,300324,2018-12-31,1.03,4.21,56
47,002416,2019-12-31,2011,爱施德,2020-04-21,,,,2020-04-21,475.490319790423,348155000.0,7.08,2020-03-12,2020-04-07,14 days,2,2018-12-31,002416,2018-12-31,-1.88,8.96,57
225,300462,2019-12-31,2862,华铭智能,2020-04-27,,,,2020-04-27,449.795086641474,289234000.0,37.75,2020-02-28,2020-04-07,20 days,2,2018-12-31,300462,2018-12-31,8.39,29.36,58
125,300020,2019-12-31,2399,银江技术,2020-04-24,,,,2020-04-24,442.770635526024,143530786.29,4.37,2020-02-28,2020-04-07,17 days,2,2018-12-31,300020,2018-12-31,0.82,3.5500000000000003,59
65,002600,2019-12-31,2022,领益智造,2020-04-21,2020-04-30,,,2020-04-30,381.254162531058,1912236879.52,17.62,2020-02-28,2020-04-07,14 days,2,2018-12-31,002600,2018-12-31,-6.9,24.520000000000003,60
235,300491,2019-12-31,2661,通合科技,2020-04-25,,,,2020-04-25,311.855238829162,30009748.48,4.97,2020-02-28,2020-04-07,18 days,2,2018-12-31,300491,2018-12-31,-3.42,8.39,61
254,300551,2019-12-31,2060,古鳌科技,2020-04-21,,,,2020-04-21,262.363994666107,45854758.95,7.9,2020-02-27,2020-04-07,14 days,2,2018-12-31,300551,2018-12-31,2.38,5.5200000000000005,62
291,300702,2019-12-31,2467,天宇股份,2020-04-24,,,,2020-04-24,256.130134056776,582849700.0,33.42,2020-02-28,2020-04-07,17 days,2,2018-12-31,300702,2018-12-31,11.31,22.11,63
272,300603,2019-12-31,2876,立昂技术,2020-04-27,2020-04-29,,,2020-04-29,196.531853410231,122626300.0,5.86,2020-02-28,2020-04-07,20 days,2,2018-12-31,300603,2018-12-31,9.03,-3.169999999999999,64
261,300573,2019-12-31,1963,兴齐眼药,2020-04-20,,,,2020-04-20,182.504191467709,38586400.0,6.92,2020-02-26,2020-04-07,13 days,2,2018-12-31,300573,2018-12-31,2.5,4.42,65
162,300198,2019-12-31,2417,纳川股份,2020-04-24,2020-04-29,,,2020-04-29,166.260321169658,263146949.34,20.34,2020-02-28,2020-04-07,17 days,2,2018-12-31,300198,2018-12-31,-34.16,54.5,66
120,300014,2019-12-31,1958,亿纬锂能,2020-04-20,,,,2020-04-20,165.417158016285,1514754300.0,25.38,2020-02-28,2020-04-07,13 days,2,2018-12-31,300014,2018-12-31,16.02,9.36,67
258,300569,2019-12-31,2872,天能重工,2020-04-27,,,,2020-04-27,163.333361034273,269487681.17,14.17,2020-02-29,2020-04-07,20 days,2,2018-12-31,300569,2018-12-31,5.82,8.35,68
50,002479,2019-12-31,2152,富春环保,2020-04-22,2020-04-30,,,2020-04-30,158.139688954681,323555820.92,8.69,2020-02-28,2020-04-07,15 days,2,2018-12-31,002479,2018-12-31,3.39,5.299999999999999,69
26,002214,2019-12-31,2232,大立科技,2020-04-23,,,,2020-04-23,146.107733990667,135059865.31,12.3,2020-02-28,2020-04-07,16 days,2,2018-12-31,002214,2018-12-31,5.28,7.0200000000000005,70
31,002252,2019-12-31,2559,上海莱士,2020-04-25,,,,2020-04-25,140.855595208599,620350140.98,5.54,2020-02-27,2020-04-07,18 days,2,2018-12-31,002252,2018-12-31,-13.96,19.5,71
87,002799,2019-12-31,2158,环球印务,2020-04-22,2020-04-10,,,2020-04-10,137.245474193339,66695087.58,11.65,2020-02-28,2020-04-07,15 days,2,2018-12-31,002799,2018-12-31,5.17,6.48,72
208,300366,2019-12-31,2848,创意信息,2020-04-27,2020-04-29,,,2020-04-29,132.117484085972,124063000.0,5.13,2020-02-26,2020-04-07,20 days,2,2018-12-31,300366,2018-12-31,-16.13,21.259999999999998,73
204,300348,2019-12-31,2646,长亮科技,2020-04-25,,,,2020-04-25,129.051881912026,129309208.06,9.47,2020-02-27,2020-04-07,18 days,2,2018-12-31,300348,2018-12-31,4.59,4.880000000000001,74
190,300290,2019-12-31,2637,荣科科技,2020-04-25,2020-04-29,,,2020-04-29,121.645445641528,45260000.0,4.31,2020-02-28,2020-04-07,18 days,2,2018-12-31,300290,2018-12-31,2.3,2.01,75
200,300337,2019-12-31,2432,银邦股份,2020-04-24,2020-04-29,,,2020-04-29,121.579050284593,15946708.85,0.73,2020-02-24,2020-04-07,17 days,2,2018-12-31,300337,2018-12-31,-5.15,5.880000000000001,76
271,300602,2019-12-31,2875,飞荣达,2020-04-27,2020-04-28,,,2020-04-28,121.250665393697,359441553.4,26.85,2020-02-28,2020-04-07,20 days,2,2018-12-31,300602,2018-12-31,14.16,12.690000000000001,77
42,002390,2019-12-31,2010,信邦制药,2020-04-21,2020-04-30,,,2020-04-30,118.074997203399,234361398.87,4.8,2020-02-29,2020-04-07,14 days,2,2018-12-31,002390,2018-12-31,-26.1,30.900000000000002,78
51,002481,2019-12-31,2241,双塔食品,2020-04-23,,,,2020-04-23,117.375637163738,199737390.84,7.43,2020-02-29,2020-04-07,16 days,2,2018-12-31,002481,2018-12-31,3.55,3.88,79
175,300250,2019-12-31,2422,初灵信息,2020-04-24,2020-04-29,,,2020-04-29,115.349766962296,46784601.38,4.13,2020-02-29,2020-04-07,17 days,2,2018-12-31,300250,2018-12-31,-25.0,29.13,80
250,300540,2019-12-31,2174,蜀道装备,2020-04-22,2020-04-30,,,2020-04-30,112.412714401932,14491884.31,2.62,2020-02-17,2020-04-07,15 days,2,2018-12-31,300540,2018-12-31,-21.75,24.37,81
195,300315,2019-12-31,2641,掌趣科技,2020-04-25,2020-04-29,,,2020-04-29,111.460397472691,360994914.14,6.64,2020-02-28,2020-04-07,18 days,2,2018-12-31,300315,2018-12-31,-61.42,68.06,82
132,300048,2019-12-31,2400,合康新能,2020-04-24,,,,2020-04-24,109.953314446541,23599000.0,1.05,2020-02-29,2020-04-07,17 days,2,2018-12-31,300048,2018-12-31,-10.63,11.680000000000001,83
178,300256,2019-12-31,2047,ST星星,2020-04-21,2020-04-29,,,2020-04-29,109.688002311748,164595108.19,9.4,2020-02-28,2020-04-07,14 days,2,2018-12-31,300256,2018-12-31,-102.05,111.45,84
138,300063,2019-12-31,2617,天龙集团,2020-04-25,,,,2020-04-25,109.394485705179,85090000.0,8.11,2020-03-03,2020-04-07,18 days,2,2018-12-31,300063,2018-12-31,-91.96,100.07,85
33,002289,2019-12-31,2007,ST宇顺,2020-04-21,,,,2020-04-21,108.536869712638,13174135.94,4.07,2020-02-28,2020-04-07,14 days,2,2018-12-31,002289,2018-12-31,-48.72,52.79,86
142,300077,2019-12-31,2404,国民技术,2020-04-24,,,,2020-04-24,106.68579589821,107926089.8,9.46,2020-02-26,2020-04-07,17 days,2,2018-12-31,300077,2018-12-31,-88.16,97.62,87
136,300061,2019-12-31,2616,旗天科技,2020-04-25,,,,2020-04-25,106.683859903984,53035080.11,2.32,2020-02-27,2020-04-07,18 days,2,2018-12-31,300061,2018-12-31,-33.95,36.27,88
119,300011,2019-12-31,2398,鼎汉技术,2020-04-24,2020-03-24,,,2020-03-24,106.227399182993,35911300.0,1.87,2020-02-28,2020-04-07,17 days,2,2018-12-31,300011,2018-12-31,-30.4,32.269999999999996,89
328,603168,2019-12-31,2745,莎普爱思,2020-04-25,,,,2020-04-25,106.212526797854,7857251.11,0.53,2020-04-02,2020-04-07,18 days,2,2018-12-31,603168,2018-12-31,-8.54,9.069999999999999,90
61,002562,2019-12-31,1953,兄弟科技,2020-04-20,,,,2020-04-20,103.242234192345,44341894.59,1.95,2020-02-28,2020-04-07,13 days,2,2018-12-31,002562,2018-12-31,0.97,0.98,91
183,300266,2019-12-31,2634,兴源环境,2020-04-25,2020-04-29,,,2020-04-29,103.217156993294,40806400.0,1.64,2020-02-28,2020-04-07,18 days,2,2018-12-31,300266,2018-12-31,-51.34,52.980000000000004,92
216,300411,2019-12-31,2851,金盾股份,2020-04-27,2020-04-29,,,2020-04-29,103.208491249352,56390100.0,3.54,2020-02-28,2020-04-07,20 days,2,2018-12-31,300411,2018-12-31,-107.69,111.23,93
153,300148,2019-12-31,2627,天舟文化,2020-04-25,,,,2020-04-25,102.878180648072,31247800.0,0.96,2020-02-28,2020-04-07,18 days,2,2018-12-31,300148,2018-12-31,-35.36,36.32,94
152,300128,2019-12-31,2625,锦富技术,2020-04-25,,,,2020-04-25,101.78923969123,14733700.0,1.23,2020-02-29,2020-04-07,18 days,2,2018-12-31,300128,2018-12-31,-68.83,70.06,95
83,002766,2019-12-31,2029,索菱股份,2020-04-21,2020-04-30,2020-05-06,,2020-04-30,101.709950937168,12299205.76,1.4,2020-02-29,2020-04-07,14 days,2,2018-12-31,002766,2018-12-31,-23.7,25.099999999999998,96
189,300287,2019-12-31,1869,飞利信,2020-04-18,,,,2020-04-18,101.499012945741,29369009.35,0.77,2020-02-27,2020-04-07,11 days,2,2018-12-31,300287,2018-12-31,-52.02,52.790000000000006,97
8,002100,2019-12-31,2356,天康生物,2020-04-24,,,,2020-04-24,101.262382652204,631412931.27,16.01,2020-02-26,2020-04-07,17 days,2,2018-12-31,002100,2018-12-31,9.77,6.240000000000002,98
187,300279,2019-12-31,2843,和晶科技,2020-04-27,2020-04-28,,,2020-04-28,100.860175413409,6125164.46,0.67,2020-02-28,2020-04-07,20 days,2,2018-12-31,300279,2018-12-31,-75.6,76.27,99
143,300083,2019-12-31,2830,创世纪,2020-04-27,2020-04-28,,,2020-04-28,100.486109325613,13930101.59,0.51,2020-02-28,2020-04-07,20 days,2,2018-12-31,300083,2018-12-31,-104.79,105.30000000000001,100
297,300737,2019-12-31,2071,科顺股份,2020-04-21,,,,2020-04-21,98.352433674174,367482000.0,11.94,2020-02-27,2020-04-07,14 days,2,2018-12-31,300737,2018-12-31,6.37,5.569999999999999,101
193,300313,2019-12-31,2640,*ST天山,2020-04-25,2020-04-30,,,2020-04-30,96.764682869034,-62950989.08,-35.46,2020-03-20,2020-04-07,18 days,2,2018-12-31,300313,2018-12-31,-930.94,895.48,102
219,300419,2019-12-31,2263,浩丰科技,2020-04-23,2020-04-29,,,2020-04-29,95.338675541518,-29310787.52,-3.55,2020-02-28,2020-04-07,16 days,2,2018-12-31,300419,2018-12-31,-75.44,71.89,103
290,300697,2019-12-31,1879,电工合金,2020-04-18,,,,2020-04-18,92.853614561253,127939787.11,16.06,2020-02-26,2020-04-07,11 days,2,2018-12-31,300697,2018-12-31,8.82,7.239999999999998,104
215,300393,2019-12-31,2850,中来股份,2020-04-27,,,,2020-04-27,92.828161830575,242469449.98,8.93,2020-03-06,2020-04-07,20 days,2,2018-12-31,300393,2018-12-31,5.01,3.92,105
90,002809,2019-12-31,1954,红墙股份,2020-04-20,,,,2020-04-20,87.30263055029,127949131.71,11.61,2020-02-29,2020-04-07,13 days,2,2018-12-31,002809,2018-12-31,6.59,5.02,106
266,300593,2019-12-31,2457,新雷能,2020-04-24,2020-04-29,,,2020-04-29,84.111261236721,65903122.25,10.5,2020-02-28,2020-04-07,17 days,2,2018-12-31,300593,2018-12-31,6.1,4.4,107
206,300360,2019-12-31,2649,炬华科技,2020-04-25,,,,2020-04-25,80.325467737281,244922799.17,11.0,2020-02-29,2020-04-07,18 days,2,2018-12-31,300360,2018-12-31,6.29,4.71,108
283,300664,2019-12-31,2883,鹏鹞环保,2020-04-27,,,,2020-04-27,72.515263618381,290245200.0,9.19,2020-02-28,2020-04-07,20 days,2,2018-12-31,300664,2018-12-31,5.56,3.63,109
107,002939,2019-12-31,2033,长城证券,2020-04-21,,,,2020-04-21,69.398572442743,992167100.0,5.95,2020-02-22,2020-04-07,14 days,2,2018-12-31,002939,2018-12-31,3.54,2.41,110
177,300255,2019-12-31,1960,常山药业,2020-04-20,2020-04-28,,,2020-04-29,67.217050713959,234082300.0,8.93,2020-02-29,2020-04-07,13 days,2,2018-12-31,300255,2018-12-31,5.57,3.3599999999999994,111
274,300630,2019-12-31,2064,普利制药,2020-04-21,2020-04-28,2020-04-21,,2020-04-21,65.467931231959,300204000.0,29.79,2020-02-26,2020-04-07,14 days,2,2018-12-31,300630,2018-12-31,20.54,9.25,112
207,300364,2019-12-31,2847,中文在线,2020-04-27,,,,2020-04-27,61.769750744058,-576688526.14,-30.79,2020-02-28,2020-04-07,20 days,2,2018-12-31,300364,2018-12-31,-69.21,38.419999999999995,113
80,002734,2019-12-31,2382,利民股份,2020-04-24,,,,2020-04-24,57.765101132983,325175292.84,16.92,2020-02-28,2020-04-07,17 days,2,2018-12-31,002734,2018-12-31,11.35,5.570000000000002,114
296,300735,2019-12-31,2281,光弘科技,2020-04-23,2020-04-29,,,2020-04-29,56.86452977751,428739440.02,21.81,2020-02-27,2020-04-07,16 days,2,2018-12-31,300735,2018-12-31,15.07,6.739999999999998,115
114,300001,2019-12-31,2253,特锐德,2020-04-23,2020-04-29,,,2020-04-29,56.037270356457,279298600.0,8.58,2020-02-27,2020-04-07,16 days,2,2018-12-31,300001,2018-12-31,5.73,2.8499999999999996,116
260,300572,2019-12-31,2274,安车检测,2020-04-23,,,,2020-04-23,50.512459935386,188588500.0,24.76,2020-02-22,2020-04-07,16 days,2,2018-12-31,300572,2018-12-31,18.58,6.180000000000003,117
64,002582,2019-12-31,2591,好想你,2020-04-25,,,,2020-04-25,48.661256380987,192622682.74,5.76,2020-02-15,2020-04-07,18 days,2,2018-12-31,002582,2018-12-31,3.88,1.88,118
159,300190,2019-12-31,2415,维尔利,2020-04-24,2020-04-28,,,2020-04-28,48.037865651537,343990940.44,9.14,2020-02-29,2020-04-07,17 days,2,2018-12-31,300190,2018-12-31,6.42,2.7200000000000006,119
62,002567,2019-12-31,2806,唐人神,2020-04-27,,,,2020-04-27,47.273411046824,201666130.52,5.81,2020-02-28,2020-04-07,20 days,2,2018-12-31,002567,2018-12-31,4.02,1.79,120
186,300277,2019-12-31,2636,海联讯,2020-04-25,,,,2020-04-25,43.876073867249,11536353.58,2.44,2020-02-29,2020-04-07,18 days,2,2018-12-31,300277,2018-12-31,1.67,0.77,121
252,300542,2019-12-31,2453,新晨科技,2020-04-24,2020-04-28,,,2020-04-28,43.571433595822,55086247.58,8.34,2020-02-29,2020-04-07,17 days,2,2018-12-31,300542,2018-12-31,6.02,2.3200000000000003,122
238,300500,2019-12-31,1875,启迪设计,2020-04-18,2020-04-21,,,2020-04-21,42.268277548506,158888200.0,11.79,2020-02-27,2020-04-07,11 days,2,2018-12-31,300500,2018-12-31,8.77,3.0199999999999996,123
240,300511,2019-12-31,2664,雪榕生物,2020-04-25,,,,2020-04-25,41.850428095499,214850953.44,13.05,2020-02-28,2020-04-07,18 days,2,2018-12-31,300511,2018-12-31,9.65,3.4000000000000004,124
302,300755,2019-12-31,2472,华致酒行,2020-04-24,,,,2020-04-24,41.233518004069,317595674.39,13.83,2020-02-04,2020-04-07,17 days,2,2018-12-31,300755,2018-12-31,16.67,-2.8400000000000016,125
264,300586,2019-12-31,2873,美联新材,2020-04-27,,,,2020-04-27,40.672953472268,89040209.27,13.7,2020-03-02,2020-04-07,20 days,2,2018-12-31,300586,2018-12-31,10.47,3.2299999999999986,126
