,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
66,002607,2019-12-31,145,中公教育,2020-03-10,,,,2020-03-10,56.524276579115,1804548688.01,60.71,2020-02-29,2020-04-07,-28 days,1,2018-12-31,002607,2018-12-31,39.03,21.68,255
237,300497,2019-12-31,370,富祥药业,2020-03-20,2020-04-09,,,2020-04-09,56.024656335505,303818700.0,24.0,2020-02-21,2020-04-07,-18 days,1,2018-12-31,300497,2018-12-31,17.45,6.550000000000001,256
184,300269,2019-12-31,3089,联建光电,2020-04-28,2020-04-30,,,2020-04-30,55.533899690616,-1284257961.05,-94.33,2020-02-28,2020-04-07,21 days,1,2018-12-31,300269,2018-12-31,-144.16,49.83,257
40,002381,2019-12-31,355,双箭股份,2020-03-20,2020-04-25,,,2020-04-25,54.638897539824,241809780.87,13.95,2020-02-29,2020-04-07,-18 days,1,2018-12-31,002381,2018-12-31,9.14,4.809999999999999,258
305,300761,2019-12-31,1289,立华股份,2020-04-03,2020-04-24,,,2020-04-24,51.793031123504,1972843400.0,33.98,2020-02-22,2020-04-07,-4 days,1,2018-12-31,300761,2018-12-31,31.33,2.6499999999999986,259
280,300657,2019-12-31,814,弘信电子,2020-03-28,2020-04-11,,,2020-04-11,51.756660864031,178987384.58,19.8,2020-02-28,2020-04-07,-10 days,1,2018-12-31,300657,2018-12-31,19.77,0.030000000000001137,260
319,600651,2019-12-31,1130,飞乐音响,2020-03-31,2020-04-30,,,2020-04-30,49.889012240221,-1651133799.07,,2020-03-31,2020-04-07,-7 days,1,2018-12-31,600651,2018-12-31,-6971.68,,261
168,300226,2019-12-31,1056,上海钢联,2020-03-31,2020-04-15,,,2020-04-15,49.118380538045,180325763.93,17.18,2020-02-27,2020-04-07,-7 days,1,2018-12-31,300226,2018-12-31,12.63,4.549999999999999,262
86,002798,2019-12-31,1028,帝欧家居,2020-03-31,,,,2020-03-31,48.965242749054,567021300.0,16.46,2020-02-29,2020-04-07,-7 days,1,2018-12-31,002798,2018-12-31,11.72,4.74,263
224,300451,2019-12-31,110,创业慧康,2020-03-06,2020-03-26,,,2020-03-26,48.830667134973,316534700.0,12.78,2020-02-28,2020-04-07,-32 days,1,2018-12-31,300451,2018-12-31,9.16,3.619999999999999,264
57,002534,2019-12-31,1013,西子洁能,2020-03-31,,,,2020-03-31,47.649764274185,360402673.76,11.25,2020-02-29,2020-04-07,-7 days,1,2018-12-31,002534,2018-12-31,7.84,3.41,265
275,300632,2019-12-31,93,光莆股份,2020-03-03,2020-03-10,,,2020-03-10,46.155260662868,173269400.0,24.56,2020-02-28,2020-04-07,-35 days,1,2018-12-31,300632,2018-12-31,19.01,5.549999999999997,266
63,002580,2019-12-31,2992,圣阳股份,2020-04-28,,,,2020-04-28,45.988347374802,23590827.02,1.97,2020-02-28,2020-04-07,21 days,1,2018-12-31,002580,2018-12-31,1.36,0.6099999999999999,267
109,002950,2019-12-31,3047,奥美医疗,2020-04-28,,,,2020-04-28,45.845263878947,332207832.85,22.47,2020-02-28,2020-04-07,21 days,1,2018-12-31,002950,2018-12-31,17.35,5.119999999999997,268
301,300751,2019-12-31,816,迈为股份,2020-03-28,,,,2020-03-28,45.010328049195,247862615.7,20.02,2020-02-28,2020-04-07,-10 days,1,2018-12-31,300751,2018-12-31,14.98,5.039999999999999,269
77,002712,2019-12-31,3564,思美传媒,2020-04-30,,,,2020-04-30,44.91079498058,45678440.92,1.43,2020-02-29,2020-04-07,23 days,1,2018-12-31,002712,2018-12-31,0.95,0.48,270
201,300342,2019-12-31,330,天银机电,2020-03-19,2020-03-25,,,2020-03-25,44.580460298656,140690451.1,10.24,2020-02-27,2020-04-07,-19 days,1,2018-12-31,300342,2018-12-31,7.33,2.91,271
72,002683,2019-12-31,601,广东宏大,2020-03-26,2020-04-18,,,2020-04-18,44.404741271985,309113800.0,9.76,2020-02-29,2020-04-07,-12 days,1,2018-12-31,002683,2018-12-31,6.98,2.7799999999999994,272
137,300062,2019-12-31,1048,中能电气,2020-03-31,2020-04-02,2020-04-29,,2020-04-29,44.229078578306,24116400.0,2.99,2020-02-29,2020-04-07,-7 days,1,2018-12-31,300062,2018-12-31,2.09,0.9000000000000004,273
81,002736,2019-12-31,146,国信证券,2020-03-10,2020-03-20,,,2020-03-20,43.825965124812,4923733200.0,9.48,2020-02-20,2020-04-07,-28 days,1,2018-12-31,002736,2018-12-31,6.53,2.95,274
233,300486,2019-12-31,812,东杰智能,2020-03-28,2020-04-21,,,2020-04-21,43.634347657665,91586000.0,6.53,2020-02-26,2020-04-07,-10 days,1,2018-12-31,300486,2018-12-31,5.79,0.7400000000000002,275
14,002129,2019-12-31,3319,TCL中环,2020-04-29,2020-03-28,,,2020-03-28,42.796989278526,902843699.07,6.58,2020-02-29,2020-04-07,22 days,1,2018-12-31,002129,2018-12-31,4.74,1.8399999999999999,276
246,300529,2019-12-31,1243,健帆生物,2020-04-02,,,,2020-04-02,41.896717847007,570396365.4,30.28,2020-02-05,2020-04-07,-5 days,1,2018-12-31,300529,2018-12-31,23.67,6.609999999999999,277
163,300206,2019-12-31,3077,理邦仪器,2020-04-28,,,,2020-04-28,41.73879430767,131328057.06,10.38,2020-02-29,2020-04-07,21 days,1,2018-12-31,300206,2018-12-31,7.44,2.9400000000000004,278
332,603719,2019-12-31,3664,良品铺子,2020-04-30,,,,2020-04-28,41.695397819423,338000000.0,,2020-02-21,2020-04-07,23 days,1,2018-12-31,603719,2018-12-31,22.16,,279
49,002436,2019-12-31,169,兴森科技,2020-03-11,2020-03-31,,,2020-03-31,41.090621790145,302950934.76,11.5,2020-02-25,2020-04-07,-27 days,1,2018-12-31,002436,2018-12-31,8.44,3.0600000000000005,280
20,002169,2019-12-31,3320,智光电气,2020-04-29,,,,2020-04-29,40.860607463714,111171036.75,4.0,2020-02-27,2020-04-07,22 days,1,2018-12-31,002169,2018-12-31,2.81,1.19,281
241,300513,2019-12-31,3119,恒实科技,2020-04-28,,,,2020-04-28,40.24254114619,160619704.47,6.72,2020-02-27,2020-04-07,21 days,1,2018-12-31,300513,2018-12-31,5.07,1.6499999999999995,282
110,002959,2019-12-31,3417,小熊电器,2020-04-29,,,,2020-04-29,40.083239138441,259857010.69,28.81,2020-02-25,2020-04-07,22 days,1,2018-12-31,002959,2018-12-31,40.35,-11.540000000000003,283
112,002967,2019-12-31,672,广电计量,2020-03-27,,,,2020-03-27,39.14886226692,169656621.38,18.53,2020-02-28,2020-04-07,-11 days,1,2018-12-31,002967,2018-12-31,15.39,3.1400000000000006,284
324,601588,2019-12-31,337,北辰实业,2020-03-19,2020-04-22,,,2020-04-22,39.044346418522,1653948716.0,10.87,2020-03-31,2020-04-07,-19 days,1,2018-12-31,601588,2018-12-31,7.82,3.049999999999999,285
55,002518,2019-12-31,1011,科士达,2020-03-31,,,,2020-03-31,38.926702426942,319655940.42,12.78,2020-02-28,2020-04-07,-7 days,1,2018-12-31,002518,2018-12-31,9.51,3.2699999999999996,286
100,002891,2019-12-31,367,中宠股份,2020-03-20,2020-04-08,,,2020-04-08,38.631338774244,78249994.77,9.49,2020-02-29,2020-04-07,-18 days,1,2018-12-31,002891,2018-12-31,7.59,1.9000000000000004,287
251,300541,2019-12-31,1244,先进数通,2020-04-02,2020-04-24,,,2020-04-24,38.251466512159,70768321.52,8.8,2020-02-26,2020-04-07,-5 days,1,2018-12-31,300541,2018-12-31,6.6,2.200000000000001,288
326,601872,2019-12-31,3647,招商轮船,2020-04-30,,,,2020-04-30,38.216260084503,1612975361.52,7.68,2020-04-03,2020-04-07,23 days,1,2018-12-31,601872,2018-12-31,5.76,1.92,289
94,002838,2019-12-31,43,道恩股份,2020-02-28,2020-03-27,2020-04-09,,2020-04-09,36.961964312699,167675000.0,16.53,2020-02-27,2020-04-07,-39 days,1,2018-12-31,002838,2018-12-31,12.96,3.5700000000000003,290
46,002402,2019-12-31,299,和而泰,2020-03-18,2020-04-28,2020-04-09,,2020-04-09,36.458378558149,302855168.69,17.13,2020-02-29,2020-04-07,-20 days,1,2018-12-31,002402,2018-12-31,13.87,3.26,291
13,002127,2019-12-31,1207,南极电商,2020-04-01,2020-04-16,,,2020-04-16,36.041455307394,1205969732.07,28.1,2020-03-06,2020-04-07,-6 days,1,2018-12-31,002127,2018-12-31,23.71,4.390000000000001,292
268,300596,2019-12-31,1079,利安隆,2020-03-31,2020-04-15,,,2020-04-15,36.036815134477,262651068.85,18.26,2020-02-28,2020-04-07,-7 days,1,2018-12-31,300596,2018-12-31,18.02,0.240000000000002,293
259,300571,2019-12-31,3124,平治信息,2020-04-28,,,,2020-04-28,35.558091747167,264004512.03,43.53,2020-02-28,2020-04-07,21 days,1,2018-12-31,300571,2018-12-31,37.73,5.800000000000004,294
79,002726,2019-12-31,3390,龙大美食,2020-04-29,,,,2020-04-29,33.150535771235,235751106.18,10.68,2020-02-29,2020-04-07,22 days,1,2018-12-31,002726,2018-12-31,8.4,2.2799999999999994,295
182,300263,2019-12-31,3087,隆华科技,2020-04-28,,,,2020-04-28,32.26752854129,179672974.88,6.73,2020-01-16,2020-04-07,21 days,1,2018-12-31,300263,2018-12-31,5.24,1.4900000000000002,296
176,300253,2019-12-31,369,卫宁健康,2020-03-20,2020-04-04,,,2020-04-04,31.951397705546,400215456.15,11.63,2020-02-28,2020-04-07,-18 days,1,2018-12-31,300253,2018-12-31,9.68,1.950000000000001,297
270,300601,2019-12-31,3129,康泰生物,2020-04-28,,,,2020-04-28,31.615081626615,573427300.0,25.48,2020-02-29,2020-04-07,21 days,1,2018-12-31,300601,2018-12-31,23.77,1.7100000000000009,298
295,300726,2019-12-31,214,宏达电子,2020-03-13,,,,2020-03-13,31.544377859745,293332955.02,17.78,2020-02-24,2020-04-07,-25 days,1,2018-12-31,300726,2018-12-31,14.36,3.4200000000000017,299
37,002301,2019-12-31,989,齐心集团,2020-03-31,2020-04-21,,,2020-04-21,30.968178613592,251158200.0,9.87,2020-02-29,2020-04-07,-7 days,1,2018-12-31,002301,2018-12-31,7.63,2.2399999999999993,300
99,002886,2019-12-31,670,沃特股份,2020-03-27,2020-04-17,,,2020-04-17,30.696459401781,45806061.95,6.76,2020-02-28,2020-04-07,-11 days,1,2018-12-31,002886,2018-12-31,5.37,1.3899999999999997,301
3,000921,2019-12-31,651,海信家电,2020-03-27,2020-04-15,,,2020-04-15,30.215954603029,1793669013.19,22.21,2020-03-31,2020-04-07,-11 days,1,2018-12-31,000921,2018-12-31,18.74,3.4700000000000024,302
262,300577,2019-12-31,171,开润股份,2020-03-11,2020-04-20,,,2020-04-20,30.076751909276,225985959.45,30.21,2020-02-29,2020-04-07,-27 days,1,2018-12-31,300577,2018-12-31,27.3,2.91,303
93,002821,2019-12-31,270,凯莱英,2020-03-17,2020-04-09,,,2020-04-09,29.746892950746,555700071.02,19.98,2020-02-29,2020-04-07,-21 days,1,2018-12-31,002821,2018-12-31,17.06,2.9200000000000017,304
265,300590,2019-12-31,3127,移为通信,2020-04-28,,,,2020-04-28,29.114295872482,160876800.0,17.37,2020-02-20,2020-04-07,21 days,1,2018-12-31,300590,2018-12-31,14.42,2.950000000000001,305
131,300036,2019-12-31,210,超图软件,2020-03-13,2020-04-10,,,2020-04-10,28.668505231967,215664423.82,10.66,2020-02-26,2020-04-07,-25 days,1,2018-12-31,300036,2018-12-31,8.66,2.0,306
108,002945,2019-12-31,3045,华林证券,2020-04-28,2020-04-20,,,2020-04-20,28.030782844584,441286900.0,8.68,2020-03-21,2020-04-07,21 days,1,2018-12-31,002945,2018-12-31,8.46,0.21999999999999886,307
73,002695,2019-12-31,233,煌上煌,2020-03-14,,,,2020-03-14,27.453799589965,220382668.42,11.12,2020-02-29,2020-04-07,-24 days,1,2018-12-31,002695,2018-12-31,9.12,2.0,308
38,002352,2019-12-31,503,顺丰控股,2020-03-24,,,,2020-03-24,27.238805970149,5797000000.0,14.86,2020-02-25,2020-04-07,-14 days,1,2018-12-31,002352,2018-12-31,12.46,2.3999999999999986,309
82,002757,2019-12-31,3396,南兴股份,2020-04-29,2020-04-23,,,2020-04-23,26.605680483871,207121506.01,12.39,2020-02-27,2020-04-07,22 days,1,2018-12-31,002757,2018-12-31,9.89,2.5,310
210,300378,2019-12-31,550,鼎捷软件,2020-03-25,2020-04-17,,,2020-04-17,26.349690777519,100115352.13,7.37,2020-02-29,2020-04-07,-13 days,1,2018-12-31,300378,2018-12-31,6.0,1.37,311
304,300760,2019-12-31,1214,迈瑞医疗,2020-04-01,2020-04-02,,,2020-04-02,25.849678490438,4680646800.0,27.91,2020-02-27,2020-04-07,-6 days,1,2018-12-31,300760,2018-12-31,24.54,3.370000000000001,312
1,000537,2019-12-31,3513,广宇发展,2020-04-30,,,,2020-04-30,25.565530955542,3142121542.37,25.88,2020-03-07,2020-04-07,23 days,1,2018-12-31,000537,2018-12-31,23.42,2.4599999999999973,313
315,600007,2019-12-31,609,中国国贸,2020-03-26,2020-04-28,,,2020-04-28,25.531530368554,972430000.0,13.52,2020-03-27,2020-04-07,-12 days,1,2018-12-31,600007,2018-12-31,11.19,2.33,314
231,300482,2019-12-31,1073,万孚生物,2020-03-31,,,,2020-03-31,25.131789520203,385086200.0,18.56,2020-02-29,2020-04-07,-7 days,1,2018-12-31,300482,2018-12-31,15.91,2.6499999999999986,315
170,300232,2019-12-31,3083,洲明科技,2020-04-28,2020-04-25,,,2020-04-25,25.076259451602,515627885.44,19.45,2020-02-24,2020-04-07,21 days,1,2018-12-31,300232,2018-12-31,17.41,2.039999999999999,316
98,002884,2019-12-31,3414,凌霄泵业,2020-04-29,,,,2020-04-29,25.055725529293,279088688.89,21.23,2020-02-24,2020-04-07,22 days,1,2018-12-31,002884,2018-12-31,16.82,4.41,317
314,300816,2019-12-31,3145,艾可蓝,2020-04-28,,,,2020-04-28,24.717951972253,103378091.24,41.74,2020-02-24,2020-04-07,21 days,1,2018-12-31,300816,2018-12-31,42.3,-0.5599999999999952,318
134,300052,2019-12-31,548,中青宝,2020-03-25,2020-03-27,,,2020-03-27,24.408330381369,45237186.94,5.88,2020-02-28,2020-04-07,-13 days,1,2018-12-31,300052,2018-12-31,4.85,1.0300000000000002,319
92,002819,2019-12-31,433,东方中科,2020-03-21,2020-04-11,,,2020-04-11,24.272085169743,58219572.95,11.62,2020-02-29,2020-04-07,-17 days,1,2018-12-31,002819,2018-12-31,9.88,1.7399999999999984,320
141,300074,2019-12-31,300,华平股份,2020-03-18,,,,2020-03-18,24.016470728959,18393552.81,1.52,2020-02-27,2020-04-07,-20 days,1,2018-12-31,300074,2018-12-31,1.23,0.29000000000000004,321
84,002793,2019-12-31,3022,罗欣药业,2020-04-28,,,,2020-04-28,23.74219548001,633950200.0,19.18,2020-02-27,2020-04-07,21 days,1,2018-12-31,002793,2018-12-31,12.24,6.9399999999999995,322
75,002706,2019-12-31,234,良信股份,2020-03-14,2020-03-28,,,2020-03-28,23.112541663427,273267053.03,13.78,2020-02-28,2020-04-07,-24 days,1,2018-12-31,002706,2018-12-31,12.61,1.17,323
273,300621,2019-12-31,1288,维业股份,2020-04-03,,,,2020-04-03,22.689385349757,84390872.52,8.99,2020-02-29,2020-04-07,-4 days,1,2018-12-31,300621,2018-12-31,7.98,1.0099999999999998,324
327,603058,2019-12-31,226,永吉股份,2020-03-13,2020-04-20,,,2020-04-20,22.438173946559,136595700.0,15.8,2020-02-04,2020-04-07,-25 days,1,2018-12-31,603058,2018-12-31,11.97,3.83,325
306,300765,2019-12-31,483,新诺威,2020-03-23,,,,2020-03-23,21.836301895862,272718500.0,13.75,2020-02-24,2020-04-07,-15 days,1,2018-12-31,300765,2018-12-31,22.59,-8.84,326
308,300788,2019-12-31,515,中信出版,2020-03-24,2020-03-27,,,2020-03-27,21.561089638072,251261246.99,20.51,2020-02-27,2020-04-07,-14 days,1,2018-12-31,300788,2018-12-31,23.63,-3.1199999999999974,327
209,300375,2019-12-31,444,鹏翎股份,2020-03-21,2020-03-31,,,2020-03-31,21.454434503032,143699300.0,7.15,2020-02-22,2020-04-07,-17 days,1,2018-12-31,300375,2018-12-31,7.38,-0.22999999999999954,328
317,600261,2019-12-31,3588,阳光照明,2020-04-30,2020-04-14,2020-04-18,,2020-04-18,21.386184856721,466777100.0,12.91,2020-02-21,2020-04-07,23 days,1,2018-12-31,600261,2018-12-31,10.81,2.0999999999999996,329
88,002802,2019-12-31,3404,洪汇新材,2020-04-29,2020-04-20,,,2020-04-20,21.157388225921,88930005.14,15.1,2020-02-19,2020-04-07,22 days,1,2018-12-31,002802,2018-12-31,11.97,3.129999999999999,330
144,300088,2019-12-31,3060,长信科技,2020-04-28,,,,2020-04-28,20.115451878466,855247762.26,16.26,2020-03-02,2020-04-07,21 days,1,2018-12-31,300088,2018-12-31,14.66,1.6000000000000014,331
25,002208,2019-12-31,980,合肥城建,2020-03-31,2020-04-14,,,2020-04-14,20.012461513918,297090427.57,14.77,2020-02-29,2020-04-07,-7 days,1,2018-12-31,002208,2018-12-31,13.29,1.4800000000000004,332
