,股票代码,净利润-同比增长,净利润-净利润,公告日期,accounting_period
0,688508,,,2023-08-16,2022-12-31
1,603881,,,2023-08-16,2022-12-31
2,600926,,,2023-08-16,2022-12-31
3,600109,,,2023-08-16,2022-12-31
4,000411,,,2023-08-16,2022-12-31
5,603997,,,2023-08-15,2022-12-31
6,601696,,,2023-08-15,2022-12-31
7,601688,,,2023-08-15,2022-12-31
8,601377,,,2023-08-15,2022-12-31
9,601136,,,2023-08-15,2022-12-31
10,601128,,,2023-08-15,2022-12-31
11,600958,,,2023-08-15,2022-12-31
12,600918,,,2023-08-15,2022-12-31
13,600728,,,2023-08-15,2022-12-31
14,002418,,,2023-08-15,2022-12-31
15,001311,,,2023-08-15,2022-12-31
16,601456,,,2023-08-12,2022-12-31
17,688183,,,2023-08-10,2022-12-31
18,603163,,,2023-08-10,2022-12-31
19,600183,,,2023-08-10,2022-12-31
20,600000,,,2023-08-10,2022-12-31
21,300857,,,2023-08-10,2022-12-31
22,002609,,,2023-08-10,2022-12-31
23,000028,,,2023-08-09,2022-12-31
24,603496,,,2023-08-08,2022-12-31
25,300722,,,2023-08-08,2022-12-31
26,002472,,,2023-08-08,2022-12-31
27,603328,,,2023-08-07,2022-12-31
28,002939,,,2023-08-07,2022-12-31
29,000423,,,2023-08-07,2022-12-31
30,688335,,,2023-08-05,2022-12-31
31,688212,,,2023-08-05,2022-12-31
32,688073,,,2023-08-05,2022-12-31
33,605337,,,2023-08-05,2022-12-31
34,603683,,,2023-08-05,2022-12-31
35,601890,,,2023-08-05,2022-12-31
36,600761,,,2023-08-05,2022-12-31
37,600572,,,2023-08-05,2022-12-31
38,600517,,,2023-08-05,2022-12-31
39,600267,,,2023-08-05,2022-12-31
40,600123,,,2023-08-05,2022-12-31
41,600085,,,2023-08-05,2022-12-31
42,002299,,,2023-08-05,2022-12-31
43,000155,,,2023-08-05,2022-12-31
44,605016,,,2023-08-04,2022-12-31
45,603679,,,2023-08-04,2022-12-31
46,603628,,,2023-08-04,2022-12-31
47,603551,,,2023-08-04,2022-12-31
48,603220,,,2023-08-04,2022-12-31
49,603090,,,2023-08-04,2022-12-31
50,603083,,,2023-08-04,2022-12-31
51,600732,,,2023-08-04,2022-12-31
52,600502,,,2023-08-04,2022-12-31
53,600418,,,2023-08-04,2022-12-31
54,600351,,,2023-08-04,2022-12-31
55,300997,,,2023-08-04,2022-12-31
56,300681,,,2023-08-04,2022-12-31
57,002683,,,2023-08-04,2022-12-31
58,688235,,,2023-08-03,2022-12-31
59,603758,,,2023-08-03,2022-12-31
60,603519,,,2023-08-03,2022-12-31
61,601012,,,2023-08-03,2022-12-31
62,600919,,,2023-08-03,2022-12-31
63,600066,,,2023-08-03,2022-12-31
64,300452,,,2023-08-03,2022-12-31
65,600801,,,2023-08-02,2022-12-31
66,300979,,,2023-08-02,2022-12-31
67,002184,,,2023-08-01,2022-12-31
68,002030,,,2023-07-31,2022-12-31
69,688016,,,2023-07-29,2022-12-31
70,601211,,,2023-07-29,2022-12-31
71,600606,,,2023-07-29,2022-12-31
72,002859,,,2023-07-29,2022-12-31
73,002302,,,2023-07-29,2022-12-31
74,002287,,,2023-07-29,2022-12-31
75,002233,,,2023-07-29,2022-12-31
76,002140,,,2023-07-29,2022-12-31
77,603896,,,2023-07-27,2022-12-31
78,603282,,,2023-07-27,2022-12-31
79,601788,,,2023-07-27,2022-12-31
80,601231,,,2023-07-27,2022-12-31
81,002243,,,2023-07-27,2022-12-31
82,002032,,,2023-07-27,2022-12-31
83,001227,,,2023-07-27,2022-12-31
84,688252,,,2023-07-26,2022-12-31
85,002380,,,2023-07-26,2022-12-31
86,600420,,,2023-07-25,2022-12-31
87,301339,,,2023-07-25,2022-12-31
88,603689,,,2023-07-24,2022-12-31
89,002315,,,2023-07-24,2022-12-31
90,000156,,,2023-07-24,2022-12-31
91,603019,,,2023-07-22,2022-12-31
92,601116,,,2023-07-22,2022-12-31
93,600131,,,2023-07-22,2022-12-31
94,002801,,,2023-07-22,2022-12-31
95,002540,,,2023-07-22,2022-12-31
96,002158,,,2023-07-22,2022-12-31
97,000906,,,2023-07-22,2022-12-31
98,601952,,,2023-07-21,2022-12-31
99,688257,,,2023-07-20,2022-12-31
100,601958,,,2023-07-20,2022-12-31
101,600917,,,2023-07-20,2022-12-31
102,300818,,,2023-07-20,2022-12-31
103,002238,,,2023-07-20,2022-12-31
104,000719,,,2023-07-20,2022-12-31
105,601878,,,2023-07-19,2022-12-31
106,601528,,,2023-07-19,2022-12-31
107,600101,,,2023-07-19,2022-12-31
108,300824,,,2023-07-19,2022-12-31
109,000528,,,2023-07-19,2022-12-31
110,603100,,,2023-07-18,2022-12-31
111,000582,,,2023-07-18,2022-12-31
112,688778,,,2023-07-15,2022-12-31
113,603053,,,2023-07-15,2022-12-31
114,601678,,,2023-07-15,2022-12-31
115,600710,,,2023-07-15,2022-12-31
116,600549,,,2023-07-15,2022-12-31
117,000537,,,2023-07-15,2022-12-31
118,603043,,,2023-07-14,2022-12-31
119,600436,,,2023-07-14,2022-12-31
120,600161,,,2023-07-14,2022-12-31
121,300425,,,2023-07-14,2022-12-31
122,300394,,,2023-07-14,2022-12-31
123,001979,,,2023-07-14,2022-12-31
124,603866,,,2023-07-13,2022-12-31
125,000928,,,2023-07-13,2022-12-31
126,601139,,,2023-07-12,2022-12-31
127,002911,,,2023-07-12,2022-12-31
128,002236,,,2023-07-12,2022-12-31
129,002028,,,2023-07-12,2022-12-31
130,000728,,,2023-07-12,2022-12-31
131,000563,,,2023-07-11,2022-12-31
132,601888,,,2023-07-08,2022-12-31
133,600674,,,2023-07-08,2022-12-31
134,000915,,,2023-07-08,2022-12-31
135,600048,,,2023-07-07,2022-12-31
136,600428,,,2023-07-06,2022-12-31
137,300962,,,2023-07-03,2022-12-31
138,002564,-469.024936085324,-3945162327.58,2023-06-29,2022-12-31
139,688225,-44.846691276054,98550800.0,2023-04-28,2022-12-31
140,688561,110.27692494055,57011200.0,2023-04-27,2022-12-31
141,688298,-57.974893276946,2067714300.0,2023-04-26,2022-12-31
142,688193,-63.893835252707,23331400.0,2023-04-26,2022-12-31
143,688189,52.763067225128,-78832300.0,2023-04-26,2022-12-31
144,603008,-57.486411754705,237546800.0,2023-04-26,2022-12-31
145,688141,-3.391440379483,137160035.6,2023-04-25,2022-12-31
146,688022,20.900124825466,73513200.0,2023-04-25,2022-12-31
147,688010,-35.048891178273,29253200.0,2023-04-25,2022-12-31
148,603026,-24.429522663417,890526978.17,2023-04-25,2022-12-31
149,002792,98.274022962198,81530630.0,2023-04-25,2022-12-31
150,688590,-136.779453423183,-51939208.16,2023-04-24,2022-12-31
151,601066,,,2023-04-24,2022-12-31
152,688228,61.086464876328,98029941.19,2023-04-22,2022-12-31
153,688068,-56.77772809262,944736600.0,2023-04-22,2022-12-31
154,600909,,,2023-04-22,2022-12-31
155,688793,-235.455830981071,-124432300.0,2023-04-21,2022-12-31
156,601555,,,2023-04-21,2022-12-31
157,300842,-118.44229616642,-17323900.0,2023-04-21,2022-12-31
158,300427,110.35216666837,65824200.0,2023-04-21,2022-12-31
159,000049,9.126577036611,866209024.46,2023-04-21,2022-12-31
160,688147,17.42822631886,54150500.0,2023-04-20,2022-12-31
161,603619,,,2023-04-20,2022-12-31
162,603108,9.867030359169,417746458.24,2023-04-20,2022-12-31
163,688362,-57.112004030292,138131472.1,2023-04-19,2022-12-31
164,688329,7.124459657947,102397700.0,2023-04-19,2022-12-31
165,300587,37.442968014827,415636097.96,2023-04-19,2022-12-31
166,688275,171.898959056841,958698600.0,2023-04-18,2022-12-31
167,688048,8.499658331339,125117900.0,2023-04-18,2022-12-31
168,603507,-47.224311410789,94598324.96,2023-04-18,2022-12-31
169,600297,-265.922009642672,-2668883400.0,2023-04-18,2022-12-31
170,601028,-20.038296525553,291324128.61,2023-04-17,2022-12-31
171,600521,139.244074775779,1166398880.4,2023-04-17,2022-12-31
172,002976,46.65553701351,66915362.84,2023-04-17,2022-12-31
173,688659,-91.154225096615,6231600.0,2023-04-15,2022-12-31
174,688272,-211.878692264624,-85524100.0,2023-04-15,2022-12-31
175,688258,21.013559201395,51005400.0,2023-04-15,2022-12-31
176,603800,398.993626003288,106446884.7,2023-04-15,2022-12-31
177,603203,1.969088281677,272928130.61,2023-04-15,2022-12-31
178,600596,11.343139753448,2955587500.0,2023-04-15,2022-12-31
179,300919,64.397225374969,1543611200.0,2023-04-15,2022-12-31
180,300767,14.519860601808,100164641.13,2023-04-15,2022-12-31
181,002930,-17.72777296978,223971000.0,2023-04-15,2022-12-31
182,002852,-117.704677134822,-417960392.43,2023-04-15,2022-12-31
183,002748,-7.888258598733,180162826.98,2023-04-15,2022-12-31
184,002699,-201.155746515879,-712350504.31,2023-04-15,2022-12-31
185,002576,-34.364151314853,67345400.0,2023-04-15,2022-12-31
186,002311,80.445355544023,2952515000.0,2023-04-15,2022-12-31
187,002278,-164.977663375314,-27927590.87,2023-04-15,2022-12-31
188,002263,-71.092228933449,70322141.01,2023-04-15,2022-12-31
189,002170,48.134676399356,119671660.84,2023-04-15,2022-12-31
190,002015,-37.18550754182,636601200.0,2023-04-15,2022-12-31
191,000985,19.980845298533,15408900.0,2023-04-15,2022-12-31
192,000968,84.607436222212,563313900.0,2023-04-15,2022-12-31
193,000966,584.540998725221,122832480.51,2023-04-15,2022-12-31
194,000937,62.233245208903,4444130400.0,2023-04-15,2022-12-31
195,000930,-6.262226715694,1058864667.31,2023-04-15,2022-12-31
196,000913,75.783154188851,417674854.39,2023-04-15,2022-12-31
197,000899,104.290713098755,10648400.0,2023-04-15,2022-12-31
198,000823,10.937064691091,416790207.84,2023-04-15,2022-12-31
199,000767,-17871.6843935304,-682562776.55,2023-04-15,2022-12-31
200,000686,,,2023-04-15,2022-12-31
201,000627,-41.77966351946,274051100.0,2023-04-15,2022-12-31
202,000600,104.659483446155,102988567.87,2023-04-15,2022-12-31
203,000554,13.857976604983,9372873.39,2023-04-15,2022-12-31
204,000430,-92.372967151746,-260046049.0,2023-04-15,2022-12-31
205,000166,,,2023-04-15,2022-12-31
206,605333,3988.11778072335,41066300.0,2023-04-14,2022-12-31
207,603712,,,2023-04-14,2022-12-31
208,603699,24.293645511886,469157800.0,2023-04-14,2022-12-31
209,603313,114.747599464745,40634400.0,2023-04-14,2022-12-31
210,603066,5.134678466114,132594700.0,2023-04-14,2022-12-31
211,601901,,,2023-04-14,2022-12-31
212,600481,208.428344011014,956525840.44,2023-04-14,2022-12-31
213,600023,-122.00956937799,-1856000000.0,2023-04-14,2022-12-31
214,301168,45.076834525696,115706633.65,2023-04-14,2022-12-31
215,300779,-78.95560735737,2473600.0,2023-04-14,2022-12-31
216,300777,195.880239680399,595505265.66,2023-04-14,2022-12-31
217,300703,691.651789958486,74943300.0,2023-04-14,2022-12-31
218,300623,-27.683470443726,359454300.0,2023-04-14,2022-12-31
219,300377,-76.597735563016,61499700.0,2023-04-14,2022-12-31
220,300322,-279.85430574822,-86100741.8,2023-04-14,2022-12-31
221,003017,15.308854266751,80726948.9,2023-04-14,2022-12-31
222,002535,104.295691328194,18418173.58,2023-04-14,2022-12-31
223,002371,118.368743279463,2352726657.86,2023-04-14,2022-12-31
224,605365,64.041024170501,494264300.0,2023-04-13,2022-12-31
225,603908,77.829483991356,139798849.65,2023-04-13,2022-12-31
226,603662,3.305875104305,259549772.94,2023-04-13,2022-12-31
227,603605,41.880442697665,817400223.93,2023-04-13,2022-12-31
228,603299,140.472891562661,803923000.0,2023-04-13,2022-12-31
229,603236,74.216877497136,623801300.0,2023-04-13,2022-12-31
230,603093,,,2023-04-13,2022-12-31
231,603081,,,2023-04-13,2022-12-31
232,002334,50.814364051146,274946500.0,2023-04-13,2022-12-31
233,688678,32.897982709878,162320400.0,2023-04-12,2022-12-31
234,688379,-80.714346686471,8718200.0,2023-04-12,2022-12-31
235,603959,-72.993609854419,7919623.1,2023-04-12,2022-12-31
236,603856,,,2023-04-12,2022-12-31
237,600731,32.09502671192,352269300.0,2023-04-12,2022-12-31
238,300881,40.321246342563,73450540.5,2023-04-12,2022-12-31
239,002929,20.21264905011,424331151.97,2023-04-12,2022-12-31
240,002733,135.442711326759,149445102.79,2023-04-12,2022-12-31
241,000821,107.042843015657,301935816.34,2023-04-12,2022-12-31
242,000557,5.450893774025,237975763.34,2023-04-12,2022-12-31
243,603185,76.684109251308,3023788243.09,2023-04-11,2022-12-31
244,600522,1663.97608666061,3213809200.0,2023-04-11,2022-12-31
245,600356,,,2023-04-11,2022-12-31
246,301158,22.581311587558,76497326.22,2023-04-11,2022-12-31
247,300838,25.253650146313,106798280.44,2023-04-11,2022-12-31
248,300479,29.754050267509,-115830864.56,2023-04-11,2022-12-31
249,300225,-2.180959438027,-113074398.73,2023-04-11,2022-12-31
250,002809,-20.227488403856,89945900.0,2023-04-11,2022-12-31
251,002324,750.98990936547,202094518.36,2023-04-11,2022-12-31
252,002225,174.176440674949,229632521.11,2023-04-11,2022-12-31
253,000729,54.507012514886,352293089.71,2023-04-11,2022-12-31
254,688603,21.420857722467,54615900.0,2023-04-10,2022-12-31
255,605507,30.434090947059,920904230.12,2023-04-10,2022-12-31
256,603888,15.034562759244,242165700.0,2023-04-10,2022-12-31
257,603787,1326.25344086116,162175000.0,2023-04-10,2022-12-31
258,603338,42.147205057385,1257239985.94,2023-04-10,2022-12-31
259,603195,14.159241286772,3174038717.44,2023-04-10,2022-12-31
260,603150,6.741929140043,149257776.77,2023-04-10,2022-12-31
261,601689,67.129577320266,1700131795.33,2023-04-10,2022-12-31
262,601339,16.364890350016,1595107239.67,2023-04-10,2022-12-31
263,600760,34.553511548777,2304914600.0,2023-04-10,2022-12-31
264,600756,51.393173155343,63782594.19,2023-04-10,2022-12-31
265,600499,323.295878637918,4257329200.0,2023-04-10,2022-12-31
266,600328,26.748370980118,1871955400.0,2023-04-10,2022-12-31
267,300982,-15.103904133652,255666800.0,2023-04-10,2022-12-31
268,300629,35.566584113574,131540924.99,2023-04-10,2022-12-31
269,300592,340.827749410479,210492693.69,2023-04-10,2022-12-31
270,300533,307.030645128706,130581962.03,2023-04-10,2022-12-31
271,300514,71.564880435983,98760566.29,2023-04-10,2022-12-31
272,002489,73.211244428113,216829300.0,2023-04-10,2022-12-31
273,002011,106.978053636026,839011469.61,2023-04-10,2022-12-31
274,000878,178.632426081526,1808746575.15,2023-04-10,2022-12-31
275,001317,-66.783107902945,15787970.86,2023-04-08,2022-12-31
276,600256,126.61206199141,11337656400.0,2023-04-07,2022-12-31
277,600004,-163.943187477317,-1071204611.73,2023-04-07,2022-12-31
278,300719,-539.446751776859,-45815400.0,2023-04-07,2022-12-31
279,301149,-34.547223463712,126985397.88,2023-04-06,2022-12-31
280,002829,33.845264599571,215584300.0,2023-04-06,2022-12-31
281,002580,301.306065888752,136249133.92,2023-04-06,2022-12-31
282,002518,75.818083505388,656153960.28,2023-04-06,2022-12-31
283,002123,-199.124284270798,-712256200.0,2023-04-06,2022-12-31
284,300217,70.343369573176,295977617.09,2023-04-04,2022-12-31
285,002937,93.194943540315,219082100.0,2023-04-04,2022-12-31
286,002427,136.679510684986,517281561.84,2023-04-04,2022-12-31
287,002322,204.110919665264,216071502.16,2023-04-04,2022-12-31
288,002093,-26.811655125797,71586313.71,2023-04-04,2022-12-31
289,300133,1.153487661166,405012900.0,2023-04-03,2022-12-31
290,002923,11.498806035675,155837792.1,2023-04-03,2022-12-31
291,002440,-22.788183357694,645194232.27,2023-04-03,2022-12-31
292,688217,-14.491155069918,40473558.8,2023-04-01,2022-12-31
293,688300,8.892791247872,188240500.97,2023-03-31,2022-12-31
294,603387,23.504348479912,492770000.0,2023-03-31,2022-12-31
295,600363,21.314840156932,281108200.0,2023-03-31,2022-12-31
296,301069,21.276321690734,234523025.32,2023-03-30,2022-12-31
297,001368,0.221033764944,131627700.0,2023-03-30,2022-12-31
298,001338,4.763487887914,156026087.46,2023-03-30,2022-12-31
299,605183,28.093052767826,384375100.0,2023-03-29,2022-12-31
300,601789,-16.129019256865,348690030.19,2023-03-29,2022-12-31
301,600754,18.67614765241,113490000.0,2023-03-29,2022-12-31
302,301383,-47.702479627427,68892900.0,2023-03-29,2022-12-31
303,002767,41.300062249827,32875066.05,2023-03-29,2022-12-31
304,688595,-97.076632511561,2795400.0,2023-03-28,2022-12-31
305,301320,-8.613811818634,67120900.0,2023-03-28,2022-12-31
306,300373,38.166454954692,1061261100.0,2023-03-28,2022-12-31
307,002353,42.31357107925,2257142221.89,2023-03-28,2022-12-31
308,002339,38.554716138031,-27849387.35,2023-03-28,2022-12-31
309,002135,-40.792598346164,291824801.7,2023-03-28,2022-12-31
310,301232,14.908895424677,89861400.0,2023-03-27,2022-12-31
311,600009,-88.937632886814,-2981856800.0,2023-03-25,2022-12-31
312,002935,-4.982495228505,112499900.85,2023-03-25,2022-12-31
313,001216,24.573294911418,170761018.19,2023-03-25,2022-12-31
314,600007,8.993636263935,1115870000.0,2023-03-24,2022-12-31
315,300303,-30.715800250701,188211661.09,2023-03-24,2022-12-31
316,688573,10.383733955761,66730400.0,2023-03-23,2022-12-31
317,600980,-11.633073072043,83474762.28,2023-03-23,2022-12-31
318,688519,-88.759777084722,44885200.0,2023-03-22,2022-12-31
319,688478,-26.468925341835,34544600.0,2023-03-22,2022-12-31
320,601038,55.416859391742,681051000.0,2023-03-22,2022-12-31
321,600037,60.073570462036,334333242.77,2023-03-22,2022-12-31
322,301170,-9.715711399941,72287200.0,2023-03-22,2022-12-31
323,002942,-26.529425118786,101296600.0,2023-03-22,2022-12-31
324,002728,40.409510437497,178204100.0,2023-03-22,2022-12-31
325,001373,-23.071620885617,61702200.0,2023-03-22,2022-12-31
326,000096,-18.522872959512,55163600.0,2023-03-22,2022-12-31
327,688591,-46.959462218126,50392600.0,2023-03-21,2022-12-31
328,600834,0.406826710134,72683370.14,2023-03-21,2022-12-31
329,301315,-1.618322734233,61514100.0,2023-03-20,2022-12-31
330,301302,11.921644199998,132147376.73,2023-03-20,2022-12-31
331,300188,-53.938100890361,143116900.0,2023-03-20,2022-12-31
332,688089,-50.3717885263,63811399.4,2023-03-18,2022-12-31
333,603180,-18.531414322048,275347200.0,2023-03-18,2022-12-31
334,603025,21.862749815688,436199853.61,2023-03-18,2022-12-31
335,002727,9.527934613482,1009391447.45,2023-03-18,2022-12-31
336,002605,-39.284695868328,348447032.61,2023-03-18,2022-12-31
337,002542,-123.799033309344,-705435086.06,2023-03-18,2022-12-31
338,000529,177.020113192716,916758390.04,2023-03-18,2022-12-31
339,601229,1.079756827874,22280000000.0,2023-03-17,2022-12-31
340,301262,-6.914034143508,409361500.0,2023-03-17,2022-12-31
341,300660,6.603027469541,260279500.0,2023-03-17,2022-12-31
342,300281,-103.986576288298,-1579172.97,2023-03-17,2022-12-31
343,002826,3.35611129921,43902049.5,2023-03-17,2022-12-31
344,002460,291.6727524937,20478236600.0,2023-03-17,2022-12-31
345,002448,-21.255717356885,166267257.3,2023-03-17,2022-12-31
346,002226,-57.041143104341,452212219.54,2023-03-17,2022-12-31
347,001324,0.839283366053,66655000.0,2023-03-17,2022-12-31
348,600768,5598.00568998056,202284900.0,2023-03-16,2022-12-31
349,600120,43.835208092988,943807800.0,2023-03-16,2022-12-31
350,002034,10.056760408213,713177722.91,2023-03-16,2022-12-31
351,603172,-9.971211871693,67568900.0,2023-03-15,2022-12-31
352,600315,-27.294891243291,472039300.0,2023-03-15,2022-12-31
353,300711,11.677308375032,48815226.53,2023-03-15,2022-12-31
354,300316,70.434582910926,2917357900.0,2023-03-15,2022-12-31
355,300181,54.68166845673,277511428.83,2023-03-15,2022-12-31
356,300073,106.81743279472,2256343094.81,2023-03-15,2022-12-31
357,002192,3472.93877158612,2439939326.64,2023-03-15,2022-12-31
358,001282,23.751005685125,94840100.0,2023-03-15,2022-12-31
359,688531,41.147095308595,71725100.0,2023-03-14,2022-12-31
360,688419,6.673630913728,56674100.0,2023-03-14,2022-12-31
361,603137,32.081535768119,117530300.0,2023-03-14,2022-12-31
362,603135,1.522855287317,284896200.0,2023-03-14,2022-12-31
363,603125,32.733744454892,190652700.0,2023-03-14,2022-12-31
364,601133,65.184111225072,250848800.0,2023-03-14,2022-12-31
365,601065,133.915420084282,425547600.0,2023-03-14,2022-12-31
366,601061,21.552072656592,2215357300.0,2023-03-14,2022-12-31
367,600348,98.95030749009,7025533800.0,2023-03-14,2022-12-31
368,301127,26.178297609883,202129241.46,2023-03-14,2022-12-31
369,300378,17.338175759068,131644168.59,2023-03-14,2022-12-31
370,300014,20.790755597207,3509929200.0,2023-03-14,2022-12-31
371,002938,51.073932929632,5011536600.0,2023-03-14,2022-12-31
372,002819,406.67036350211,870757100.0,2023-03-14,2022-12-31
373,002730,6.942018545798,91752556.98,2023-03-14,2022-12-31
374,001380,81.948467209898,112619800.0,2023-03-14,2022-12-31
375,001367,13.504147281871,106693500.0,2023-03-14,2022-12-31
376,001360,10.309741997339,120865700.0,2023-03-14,2022-12-31
377,001328,13.252630451609,134611100.0,2023-03-14,2022-12-31
378,001287,18.956562014505,400591200.0,2023-03-14,2022-12-31
379,001286,511.951436596616,2471523000.0,2023-03-14,2022-12-31
380,603801,6.068272916798,536197500.0,2023-03-13,2022-12-31
381,603529,177.886204754188,1845159100.0,2023-03-13,2022-12-31
382,603399,2605.66699092238,492283362.06,2023-03-13,2022-12-31
383,603283,63.54138381514,293310000.0,2023-03-13,2022-12-31
384,603179,65.749330422444,470751984.37,2023-03-13,2022-12-31
385,603078,87.061763264122,105704300.0,2023-03-13,2022-12-31
386,601666,95.903727704478,5724840018.12,2023-03-13,2022-12-31
387,600794,62.171970025109,163387968.88,2023-03-13,2022-12-31
388,600750,17.871027781601,596058700.0,2023-03-13,2022-12-31
389,600353,73.273032681745,100413497.5,2023-03-13,2022-12-31
390,600312,199.679059085534,212095564.31,2023-03-13,2022-12-31
391,600021,117.472900684104,320768000.0,2023-03-13,2022-12-31
392,301316,16.80060267935,89357293.99,2023-03-13,2022-12-31
393,301301,269.582574068203,411518000.0,2023-03-13,2022-12-31
394,301216,116.528552329418,956849200.0,2023-03-13,2022-12-31
395,301096,74.873410886778,194263817.99,2023-03-13,2022-12-31
396,301095,91.969021083193,122374890.34,2023-03-13,2022-12-31
397,300938,47.485688089668,118070700.0,2023-03-13,2022-12-31
398,300861,92.997793628809,1472913348.78,2023-03-13,2022-12-31
399,300852,22.442497511455,225593200.0,2023-03-13,2022-12-31
400,300803,95.076262299656,343717923.0,2023-03-13,2022-12-31
401,300780,57.85629924308,112137800.0,2023-03-13,2022-12-31
402,300739,66.418378040183,182467600.0,2023-03-13,2022-12-31
403,300570,151.490986037969,180461769.29,2023-03-13,2022-12-31
404,300487,73.002459683571,537789555.75,2023-03-13,2022-12-31
405,300294,25.445927628734,432197600.0,2023-03-13,2022-12-31
406,300257,36.052881089343,413120900.0,2023-03-13,2022-12-31
407,300224,52.316202202064,403700838.68,2023-03-13,2022-12-31
408,300130,47.798130345581,296583700.0,2023-03-13,2022-12-31
409,003040,162.365327485306,164620600.0,2023-03-13,2022-12-31
410,002986,205.478882075556,430703396.68,2023-03-13,2022-12-31
411,002947,517.428671954964,193032900.0,2023-03-13,2022-12-31
412,002943,1537.68292353942,97271137.69,2023-03-13,2022-12-31
413,002756,612.419884990602,6319744372.08,2023-03-13,2022-12-31
414,002709,159.155906987393,5723036300.0,2023-03-13,2022-12-31
415,002669,125.297382741638,49556207.49,2023-03-13,2022-12-31
416,002562,963.955491598105,301446333.09,2023-03-13,2022-12-31
417,002514,145.916549433534,30326100.43,2023-03-13,2022-12-31
418,002318,62.1944914828,1287949007.13,2023-03-13,2022-12-31
419,002284,51.868681997202,66676302.69,2023-03-13,2022-12-31
420,002101,54.976120926587,465008941.56,2023-03-13,2022-12-31
421,002057,73.22382609094,373542416.7,2023-03-13,2022-12-31
422,002039,65.021264344623,414246133.65,2023-03-13,2022-12-31
423,002017,113.139114782169,92628214.79,2023-03-13,2022-12-31
424,000999,19.157065280586,2448802100.0,2023-03-13,2022-12-31
425,000922,64.545454545455,351140000.0,2023-03-13,2022-12-31
426,000792,248.64840833527,15613823600.0,2023-03-13,2022-12-31
427,000707,106.578858563129,873043627.34,2023-03-13,2022-12-31
428,000533,346.857317512814,31498500.0,2023-03-13,2022-12-31
429,000422,37.448042646542,2156595850.57,2023-03-13,2022-12-31
430,000048,98.560326227035,773073916.59,2023-03-13,2022-12-31
431,000034,303.11847808637,1004410000.0,2023-03-13,2022-12-31
432,002865,501.437287637792,717110266.16,2023-03-11,2022-12-31
433,688334,60.446148118644,130857500.0,2023-03-10,2022-12-31
434,603056,339.886812705619,649955200.0,2023-03-10,2022-12-31
435,301488,8.007420405299,104444900.0,2023-03-10,2022-12-31
436,301345,-15.002216499766,206307800.0,2023-03-10,2022-12-31
437,300557,47.491908785911,19914800.0,2023-03-10,2022-12-31
438,002088,9.017549336945,582348493.97,2023-03-10,2022-12-31
439,605117,166.221151934079,1540236511.93,2023-03-09,2022-12-31
440,603890,-49.093801167451,155825300.0,2023-03-09,2022-12-31
441,601869,65.021156558533,1170000000.0,2023-03-09,2022-12-31
442,688592,26.599086637044,36905100.0,2023-03-08,2022-12-31
443,601699,110.489121896399,14168261700.0,2023-03-08,2022-12-31
444,600516,-17.539488170783,894362739.35,2023-03-08,2022-12-31
445,600284,6.113160402591,567542100.0,2023-03-08,2022-12-31
446,002810,7.748347659429,355068814.22,2023-03-08,2022-12-31
447,002237,9.870567704844,499710512.38,2023-03-08,2022-12-31
448,601225,64.098700269119,35148861500.0,2023-03-07,2022-12-31
449,600188,89.197140422961,30761389000.0,2023-03-07,2022-12-31
450,001219,34.38429970551,91429460.78,2023-03-07,2022-12-31
451,603097,17.161034780901,91873700.0,2023-03-04,2022-12-31
452,600895,11.016971604933,822216239.79,2023-03-04,2022-12-31
453,600850,30.669249559683,520000500.0,2023-03-04,2022-12-31
454,600663,-74.83712614605,1084739736.76,2023-03-04,2022-12-31
455,600648,32.35963290926,1240353900.0,2023-03-04,2022-12-31
456,600639,-2.429212793675,1583573935.75,2023-03-04,2022-12-31
457,603648,11.381326229462,162073230.82,2023-03-03,2022-12-31
458,600612,-9.378172885913,1700343002.1,2023-03-03,2022-12-31
459,301295,-1.525037001321,65883100.0,2023-03-03,2022-12-31
460,002885,623.40189579643,144161700.0,2023-03-03,2022-12-31
461,301261,3.444035852815,105466500.0,2023-03-02,2022-12-31
462,300109,50.458065667242,311519981.34,2023-03-02,2022-12-31
463,002222,14.090502291718,218329863.62,2023-03-02,2022-12-31
464,605589,1.82055149683,700095955.37,2023-03-01,2022-12-31
465,605050,-10.696626568868,302014900.0,2023-03-01,2022-12-31
466,601101,-33.776936129478,1334037000.0,2023-03-01,2022-12-31
467,301399,22.178609464132,105097800.0,2023-03-01,2022-12-31
468,301397,38.582877050729,153002000.0,2023-03-01,2022-12-31
469,301395,-29.846023480137,94061300.0,2023-03-01,2022-12-31
470,301382,19.981283517504,126297700.0,2023-03-01,2022-12-31
471,300124,19.746892577201,4279040951.03,2023-03-01,2022-12-31
472,002407,54.390141641551,1944863151.71,2023-03-01,2022-12-31
473,002254,-52.861259650711,455199345.99,2023-03-01,2022-12-31
474,002167,-30.686740736323,104323963.01,2023-03-01,2022-12-31
475,000598,8.3101636739,1617825694.92,2023-03-01,2022-12-31
476,689009,8.53821297091,445656600.0,2023-02-28,2022-12-31
477,688819,38.91675986066,1902278600.0,2023-02-28,2022-12-31
478,688800,123.751229536991,254772100.0,2023-02-28,2022-12-31
479,688788,-210.026298338268,-193457700.0,2023-02-28,2022-12-31
480,688779,112.591280881069,1489498700.0,2023-02-28,2022-12-31
481,688767,-4.272552977445,797975000.0,2023-02-28,2022-12-31
